Dimension 1,Dimension 2,Dimension 3,Label
-3.948293,2.8074296,2.4762735,1.2652319908214473
-6.69651,-0.8805915,-0.8284086,-0.9447802202203823
-5.7829447,0.10788917,-2.681211,-0.9447802202203823
-0.51069134,-3.8110094,-6.6705246,-0.9447802202203823
-4.3854756,3.273288,-2.122609,-0.9447802202203823
-5.7590103,1.7139624,-0.35519716,-0.9447802202203823
3.6556444,4.879099,2.8141217,-0.2081094832064391
2.5326514,-4.0675936,-4.349211,-0.9447802202203823
-3.5335562,-0.39183775,-1.7819457,-0.9447802202203823
-0.5368341,-3.9715025,-1.2152889,-0.9447802202203823
-7.6166387,1.906062,0.124403775,-0.9447802202203823
-3.5161498,3.696712,3.1096287,-0.9447802202203823
1.5052499,2.7003417,-3.0688965,-0.2081094832064391
-6.6277323,0.6084333,-1.7343754,-0.9447802202203823
-2.1584988,-3.0863311,1.0851823,1.2652319908214473
6.910674,-1.7648649,-3.3973327,-0.2081094832064391
-4.614558,3.3692284,2.3920681,-0.9447802202203823
-8.424658,0.23690344,1.2905532,-0.9447802202203823
1.6423146,2.9651601,1.9729347,-0.9447802202203823
-7.559797,1.6608603,0.8092046,-0.9447802202203823
-6.452711,0.783752,-0.3733335,-0.2081094832064391
-4.189746,0.16601007,1.6330047,-0.2081094832064391
5.5225,-1.4203317,-4.9075403,-0.9447802202203823
-0.30282736,-4.054158,-6.9037776,-0.9447802202203823
-3.0193858,-2.500429,2.0358567,-0.9447802202203823
0.0454861,5.7030473,2.3211913,-0.9447802202203823
-4.218362,3.3450983,-2.1532845,1.2652319908214473
-3.7122324,-1.3669252,-3.4184353,-0.9447802202203823
-1.0156635,-0.8757438,3.140905,-0.9447802202203823
7.6263003,1.0191584,-2.6575189,1.2652319908214473
2.4865685,-5.0316358,-2.7608914,-0.2081094832064391
-2.492983,-1.0289623,1.1246624,-0.9447802202203823
-2.2303398,-1.7679476,-0.120533206,-0.9447802202203823
7.872565,1.4951221,-1.2761521,1.2652319908214473
-2.2848973,-0.039807808,0.30013168,-0.9447802202203823
-2.0645092,6.4920564,4.294327,1.2652319908214473
-1.2448694,-1.7412125,1.9708804,-0.9447802202203823
5.860367,-2.7565145,-2.6789312,1.2652319908214473
0.42228246,5.5356092,2.2544954,1.2652319908214473
-0.17791109,5.297576,-0.35804147,-0.9447802202203823
-5.0943775,-0.14252903,0.31314152,-0.9447802202203823
2.2079937,-2.2185516,1.3779308,1.2652319908214473
2.8707607,-2.9225621,-5.012748,1.2652319908214473
6.6646852,-2.6121893,-1.7495764,1.2652319908214473
-4.12972,3.8475308,2.777487,-0.9447802202203823
-6.353091,0.92328984,4.544514,-0.2081094832064391
5.953973,-1.6487119,-3.0043292,1.2652319908214473
-1.2057626,3.1955109,4.974012,1.2652319908214473
0.83321667,1.3136078,-1.3046702,-0.9447802202203823
4.9905534,-2.3264484,-5.603514,-0.9447802202203823
4.354133,2.5493712,2.1144881,1.2652319908214473
0.55013376,6.027066,2.8122156,-0.9447802202203823
-0.13972084,-1.7347063,0.25675726,-0.2081094832064391
5.468396,3.7676804,2.1524358,1.2652319908214473
2.295444,-2.8810503,-6.1840625,-0.9447802202203823
7.3057046,-2.351124,-3.6553116,-0.2081094832064391
5.076888,-4.3493943,-3.3875842,1.2652319908214473
4.5458117,2.8505452,2.5489445,1.2652319908214473
8.189528,0.21947597,-1.375204,-0.2081094832064391
3.7371328,0.23867862,-2.1679945,1.2652319908214473
2.7366395,-3.1211774,-1.5775411,1.2652319908214473
8.187899,-0.03689649,-2.255921,1.2652319908214473
5.7102704,0.20916635,-0.118541166,1.2652319908214473
-0.631594,3.4817338,5.4551787,-0.2081094832064391
3.8738668,2.508029,2.5604453,1.2652319908214473
7.018724,-1.2968417,-2.3919399,1.2652319908214473
4.543177,4.6957507,2.0719714,-0.9447802202203823
6.2220144,-1.8912457,-2.0414095,-0.2081094832064391
6.4254584,-1.133627,-1.8334135,1.2652319908214473
-0.7166039,-0.7498471,-1.5621496,1.2652319908214473
-0.08442253,1.0066953,1.7406079,1.2652319908214473
2.4660895,-1.6716201,2.2216651,1.2652319908214473
-4.3404636,-0.5763573,3.0533736,-0.9447802202203823
-2.5312135,-0.30955824,0.45598623,-0.9447802202203823
1.7833443,-2.8145523,0.36265868,-0.9447802202203823
6.9767284,-4.4790444,-3.8571284,1.2652319908214473
0.17781444,-1.7352023,3.999632,-0.2081094832064391
-4.7553916,4.894288,0.5938702,-0.9447802202203823
-6.987305,1.0670177,2.960709,-0.9447802202203823
-7.3265862,0.6625452,2.6762583,-0.9447802202203823
2.5282204,-3.6114845,-7.043606,1.2652319908214473
-1.1568987,-3.8077464,-0.26620573,-0.9447802202203823
-3.6533859,-1.8260204,-3.1590064,-0.9447802202203823
3.106634,0.9104453,-2.2999246,-0.9447802202203823
-4.5065217,3.3052294,-2.2573419,-0.9447802202203823
-3.092085,-2.0522256,4.718836,-0.9447802202203823
-6.61707,0.64175344,-1.7615229,-0.9447802202203823
0.23064357,0.97760874,-1.8536543,1.2652319908214473
-2.9375317,-2.4807868,0.2874752,-0.2081094832064391
1.2413133,-2.557044,3.5891373,1.2652319908214473
-4.915357,1.4321592,5.1034994,1.2652319908214473
6.3341093,-4.166834,-4.065485,-0.2081094832064391
5.4979925,2.7794359,-0.79002947,-0.2081094832064391
6.7838554,-0.28493676,-1.4621371,1.2652319908214473
6.3144484,-3.6404035,-3.1475847,1.2652319908214473
2.7224987,4.584584,0.8065813,1.2652319908214473
4.854692,3.5637147,1.0033562,1.2652319908214473
5.14534,-0.11003675,-0.62286144,1.2652319908214473
0.32855415,0.9578107,1.6632513,1.2652319908214473
-1.9092964,-2.273866,0.60097384,1.2652319908214473
5.917412,2.969138,-0.6103833,1.2652319908214473
1.4549884,1.2921122,-1.3391194,1.2652319908214473
7.5387125,0.7094486,-2.9062595,1.2652319908214473
-1.3345777,-3.813982,-6.4286747,-0.9447802202203823
-4.7429786,3.62189,-2.0439842,-0.2081094832064391
-0.51463825,5.2373385,2.0464795,1.2652319908214473
-2.859486,0.63492316,3.8029583,-0.9447802202203823
5.036039,-2.6104054,-5.5124207,1.2652319908214473
0.5150177,0.05591485,-0.5532926,1.2652319908214473
-0.45858297,-4.38929,0.17390275,-0.9447802202203823
3.6375628,3.630394,2.0613823,-0.2081094832064391
-7.5894604,-1.4054188,3.7543998,-0.9447802202203823
-8.27858,1.1049445,-0.44732708,-0.9447802202203823
-3.0279214,0.27137938,3.063006,-0.9447802202203823
0.9623864,-0.048515342,3.501772,1.2652319908214473
2.4087837,2.304291,-0.542574,1.2652319908214473
1.7200111,-2.0265589,-2.9108706,-0.9447802202203823
-1.2169455,-2.2441025,2.4132984,1.2652319908214473
2.5439165,2.8369942,-0.31721106,-0.2081094832064391
-2.8955379,-2.5667715,-2.8116562,1.2652319908214473
-3.3127346,2.6031818,-0.7053506,-0.9447802202203823
3.811515,3.5627267,3.0194619,-0.9447802202203823
-8.255091,1.1005466,-0.42369694,-0.9447802202203823
2.1750348,0.23482332,1.9063716,-0.2081094832064391
2.7259,-3.2237172,-6.3624783,-0.9447802202203823
1.5933516,-2.8326693,0.16174555,1.2652319908214473
-7.4426155,3.123492,-0.64470464,-0.9447802202203823
-3.1939712,-0.23413965,3.9851673,-0.2081094832064391
-7.582665,2.2342713,2.0893805,-0.9447802202203823
-0.45655206,-1.1252786,-1.4495243,1.2652319908214473
5.9652634,-0.18395771,-4.4992485,1.2652319908214473
2.5427158,-1.8073239,2.335523,-0.2081094832064391
-0.8732997,1.8204165,5.0846868,1.2652319908214473
6.200837,0.18396878,-4.3108644,1.2652319908214473
1.6267265,-3.106481,-6.201197,1.2652319908214473
-0.03480406,-4.7472377,0.7874624,1.2652319908214473
1.6127311,5.2342815,0.8367392,-0.2081094832064391
-7.675832,-1.3896054,3.8288786,1.2652319908214473
4.4848657,3.8351588,0.45796952,-0.2081094832064391
-0.31059217,6.925613,3.3157458,-0.9447802202203823
6.186836,1.1079079,0.86956763,1.2652319908214473
-2.096128,-3.7084348,-1.8828386,-0.9447802202203823
